# /video/* endpoint socket 级响应全集 — 错误消息字面即契约（见文件头注释：两处 503 内文为代表性定值）
# video|<name>|REQUEST_HEX|RESPONSE_HEX|STATUS
video|start_415_text_plain|504f5354202f766964656f2f737461727420485454502f312e310d0a486f73743a20676f6c64656e0d0a436f6e74656e742d547970653a20746578742f706c61696e0d0a436f6e74656e742d4c656e6774683a2034330d0a0d0a7b226f7574646f6f72223a223036303230303030403137322e31362e3130362e3135323a3138303232227d|485454502f312e312034313520556e737570706f72746564204d6564696120547970650d0a436f6e6e656374696f6e3a20636c6f73650d0a436f6e74656e742d4c656e6774683a2034390d0a436f6e74656e742d547970653a206170706c69636174696f6e2f6a736f6e0d0a0d0a7b226572726f72223a22436f6e74656e742d54797065206d757374206265206170706c69636174696f6e2f6a736f6e227d|415
video|stop_200_idempotent|504f5354202f766964656f2f73746f7020485454502f312e310d0a486f73743a20676f6c64656e0d0a436f6e74656e742d547970653a206170706c69636174696f6e2f6a736f6e0d0a436f6e74656e742d4c656e6774683a2034330d0a0d0a7b226f7574646f6f72223a223036303230303030403137322e31362e3130362e3135323a3138303232227d|485454502f312e3120323030204f4b0d0a436f6e6e656374696f6e3a20636c6f73650d0a436f6e74656e742d4c656e6774683a2031320d0a436f6e74656e742d547970653a206170706c69636174696f6e2f6a736f6e0d0a0d0a7b22726573756c74223a307d|200
video|stop_200_mgr_error|504f5354202f766964656f2f73746f7020485454502f312e310d0a486f73743a20676f6c64656e0d0a436f6e74656e742d547970653a206170706c69636174696f6e2f6a736f6e0d0a436f6e74656e742d4c656e6774683a2034330d0a0d0a7b226f7574646f6f72223a223036303230303030403137322e31362e3130362e3135323a3138303232227d|485454502f312e3120323030204f4b0d0a436f6e6e656374696f6e3a20636c6f73650d0a436f6e74656e742d4c656e6774683a2031320d0a436f6e74656e742d547970653a206170706c69636174696f6e2f6a736f6e0d0a0d0a7b22726573756c74223a307d|200
video|stop_400_bad_json|504f5354202f766964656f2f73746f7020485454502f312e310d0a486f73743a20676f6c64656e0d0a436f6e74656e742d547970653a206170706c69636174696f6e2f6a736f6e0d0a436f6e74656e742d4c656e6774683a20340d0a0d0a7b626164|485454502f312e31203430302042616420526571756573740d0a436f6e6e656374696f6e3a20636c6f73650d0a436f6e74656e742d4c656e6774683a2039330d0a436f6e74656e742d547970653a206170706c69636174696f6e2f6a736f6e0d0a0d0a7b226572726f72223a227061727365204a534f4e20626f64793a20696e76616c69642063686172616374657220276227206c6f6f6b696e6720666f7220626567696e6e696e67206f66206f626a656374206b657920737472696e67227d|400
video|stop_400_missing_outdoor|504f5354202f766964656f2f73746f7020485454502f312e310d0a486f73743a20676f6c64656e0d0a436f6e74656e742d547970653a206170706c69636174696f6e2f6a736f6e0d0a436f6e74656e742d4c656e6774683a20320d0a0d0a7b7d|485454502f312e31203430302042616420526571756573740d0a436f6e6e656374696f6e3a20636c6f73650d0a436f6e74656e742d4c656e6774683a2033350d0a436f6e74656e742d547970653a206170706c69636174696f6e2f6a736f6e0d0a0d0a7b226572726f72223a226d697373696e6720276f7574646f6f7227206669656c64227d|400
video|stop_400_invalid_uri|504f5354202f766964656f2f73746f7020485454502f312e310d0a486f73743a20676f6c64656e0d0a436f6e74656e742d547970653a206170706c69636174696f6e2f6a736f6e0d0a436f6e74656e742d4c656e6774683a2032330d0a0d0a7b226f7574646f6f72223a226e6f742d612d757269227d|485454502f312e31203430302042616420526571756573740d0a436f6e6e656374696f6e3a20636c6f73650d0a436f6e74656e742d4c656e6774683a2038330d0a436f6e74656e742d547970653a206170706c69636174696f6e2f6a736f6e0d0a0d0a7b226572726f72223a22696e76616c696420276f7574646f6f7227205552493a207572693a206d616c666f726d65642c2077616e74206e616d654069703a706f72743a205c226e6f742d612d7572695c22227d|400
video|stop_400_allowlist|504f5354202f766964656f2f73746f7020485454502f312e310d0a486f73743a20676f6c64656e0d0a436f6e74656e742d547970653a206170706c69636174696f6e2f6a736f6e0d0a436f6e74656e742d4c656e6774683a2033370d0a0d0a7b226f7574646f6f72223a2230363032303030394031302e392e392e393a3138303232227d|485454502f312e31203430302042616420526571756573740d0a436f6e6e656374696f6e3a20636c6f73650d0a436f6e74656e742d4c656e6774683a2034390d0a436f6e74656e742d547970653a206170706c69636174696f6e2f6a736f6e0d0a0d0a7b226572726f72223a226f7574646f6f72206e6f7420696e206366672e73746174696f6e7320616c6c6f776c697374227d|400
video|stop_503_nilguard|504f5354202f766964656f2f73746f7020485454502f312e310d0a486f73743a20676f6c64656e0d0a436f6e74656e742d547970653a206170706c69636174696f6e2f6a736f6e0d0a436f6e74656e742d4c656e6774683a2034330d0a0d0a7b226f7574646f6f72223a223036303230303030403137322e31362e3130362e3135323a3138303232227d|485454502f312e3120353033205365727669636520556e617661696c61626c650d0a436f6e6e656374696f6e3a20636c6f73650d0a436f6e74656e742d4c656e6774683a2033370d0a436f6e74656e742d547970653a206170706c69636174696f6e2f6a736f6e0d0a0d0a7b226572726f72223a22766964656f20666f7277617264206e6f7420656e61626c6564227d|503
video|stop_503_nilguard_bad_json|504f5354202f766964656f2f73746f7020485454502f312e310d0a486f73743a20676f6c64656e0d0a436f6e74656e742d547970653a206170706c69636174696f6e2f6a736f6e0d0a436f6e74656e742d4c656e6774683a20340d0a0d0a7b626164|485454502f312e3120353033205365727669636520556e617661696c61626c650d0a436f6e6e656374696f6e3a20636c6f73650d0a436f6e74656e742d4c656e6774683a2033370d0a436f6e74656e742d547970653a206170706c69636174696f6e2f6a736f6e0d0a0d0a7b226572726f72223a22766964656f20666f7277617264206e6f7420656e61626c6564227d|503
video|stop_405_get|474554202f766964656f2f73746f7020485454502f312e310d0a486f73743a20676f6c64656e0d0a0d0a|485454502f312e3120343035204d6574686f64204e6f7420416c6c6f7765640d0a416c6c6f773a20504f53540d0a436f6e6e656374696f6e3a20636c6f73650d0a436f6e74656e742d4c656e6774683a2034340d0a436f6e74656e742d547970653a206170706c69636174696f6e2f6a736f6e0d0a0d0a7b226572726f72223a226d6574686f6420474554206e6f7420616c6c6f7765643b2075736520504f5354227d|405
video|stop_415_text_plain|504f5354202f766964656f2f73746f7020485454502f312e310d0a486f73743a20676f6c64656e0d0a436f6e74656e742d547970653a20746578742f706c61696e0d0a436f6e74656e742d4c656e6774683a2034330d0a0d0a7b226f7574646f6f72223a223036303230303030403137322e31362e3130362e3135323a3138303232227d|485454502f312e312034313520556e737570706f72746564204d6564696120547970650d0a436f6e6e656374696f6e3a20636c6f73650d0a436f6e74656e742d4c656e6774683a2034390d0a436f6e74656e742d547970653a206170706c69636174696f6e2f6a736f6e0d0a0d0a7b226572726f72223a22436f6e74656e742d54797065206d757374206265206170706c69636174696f6e2f6a736f6e227d|415
video|dyn_503_nilguard|474554202f766964656f2f31313131313131312d323232322d343333332d383434342d3535353535353535353535352f73747265616d2e666c7620485454502f312e310d0a486f73743a20676f6c64656e0d0a0d0a|485454502f312e3120353033205365727669636520556e617661696c61626c650d0a436f6e6e656374696f6e3a20636c6f73650d0a436f6e74656e742d4c656e6774683a2033370d0a436f6e74656e742d547970653a206170706c69636174696f6e2f6a736f6e0d0a0d0a7b226572726f72223a22766964656f20666f7277617264206e6f7420656e61626c6564227d|503
video|dyn_404_malformed_path|474554202f766964656f2f6f6e6c796f6e6573656720485454502f312e310d0a486f73743a20676f6c64656e0d0a0d0a|485454502f312e3120343034204e6f7420466f756e640d0a436f6e6e656374696f6e3a20636c6f73650d0a436f6e74656e742d4c656e6774683a2033330d0a436f6e74656e742d547970653a206170706c69636174696f6e2f6a736f6e0d0a0d0a7b226572726f72223a22766964656f3a206d616c666f726d65642070617468227d|404
video|dyn_400_bad_uuid|474554202f766964656f2f6e6f742d612d757569642f73747265616d2e666c7620485454502f312e310d0a486f73743a20676f6c64656e0d0a0d0a|485454502f312e31203430302042616420526571756573740d0a436f6e6e656374696f6e3a20636c6f73650d0a436f6e74656e742d4c656e6774683a2033300d0a436f6e74656e742d547970653a206170706c69636174696f6e2f6a736f6e0d0a0d0a7b226572726f72223a22696e76616c69642073657373696f6e5f6964227d|400
video|dyn_400_bad_uuid_post|504f5354202f766964656f2f6e6f742d612d757569642f73747265616d2e666c7620485454502f312e310d0a486f73743a20676f6c64656e0d0a436f6e74656e742d547970653a206170706c69636174696f6e2f6a736f6e0d0a436f6e74656e742d4c656e6774683a20320d0a0d0a7b7d|485454502f312e31203430302042616420526571756573740d0a436f6e6e656374696f6e3a20636c6f73650d0a436f6e74656e742d4c656e6774683a2033300d0a436f6e74656e742d547970653a206170706c69636174696f6e2f6a736f6e0d0a0d0a7b226572726f72223a22696e76616c69642073657373696f6e5f6964227d|400
video|dyn_405_post|504f5354202f766964656f2f31313131313131312d323232322d343333332d383434342d3535353535353535353535352f73747265616d2e666c7620485454502f312e310d0a486f73743a20676f6c64656e0d0a436f6e74656e742d547970653a206170706c69636174696f6e2f6a736f6e0d0a436f6e74656e742d4c656e6774683a20320d0a0d0a7b7d|485454502f312e3120343035204d6574686f64204e6f7420416c6c6f7765640d0a416c6c6f773a204745540d0a436f6e6e656374696f6e3a20636c6f73650d0a436f6e74656e742d4c656e6774683a2034340d0a436f6e74656e742d547970653a206170706c69636174696f6e2f6a736f6e0d0a0d0a7b226572726f72223a226d6574686f6420504f5354206e6f7420616c6c6f7765643b2075736520474554227d|405
video|dyn_404_session_not_found|474554202f766964656f2f31313131313131312d323232322d343333332d383434342d3535353535353535353535352f73747265616d2e666c7620485454502f312e310d0a486f73743a20676f6c64656e0d0a0d0a|485454502f312e3120343034204e6f7420466f756e640d0a436f6e6e656374696f6e3a20636c6f73650d0a436f6e74656e742d4c656e6774683a2033360d0a436f6e74656e742d547970653a206170706c69636174696f6e2f6a736f6e0d0a0d0a7b226572726f72223a22766964656f3a2073657373696f6e206e6f7420666f756e64227d|404
video|dyn_404_unknown_resource|474554202f766964656f2f31313131313131312d323232322d343333332d383434342d3535353535353535353535352f736f6d657468696e672e776569726420485454502f312e310d0a486f73743a20676f6c64656e0d0a0d0a|485454502f312e3120343034204e6f7420466f756e640d0a436f6e6e656374696f6e3a20636c6f73650d0a436f6e74656e742d4c656e6774683a2033350d0a436f6e74656e742d547970653a206170706c69636174696f6e2f6a736f6e0d0a0d0a7b226572726f72223a22766964656f3a20756e6b6e6f776e207265736f75726365227d|404
video|stream_504_no_keyframe|474554202f766964656f2f31313131313131312d323232322d343333332d383434342d3535353535353535353535352f73747265616d2e666c7620485454502f312e310d0a486f73743a20676f6c64656e0d0a0d0a|485454502f312e312035303420476174657761792054696d656f75740d0a436f6e6e656374696f6e3a20636c6f73650d0a436f6e74656e742d4c656e6774683a2037380d0a436f6e74656e742d547970653a206170706c69636174696f6e2f6a736f6e0d0a0d0a7b226572726f72223a22766964656f3a206e6f206b65796672616d652077697468696e20737461727475702074696d656f75743b206f7574646f6f72206e6f742070757368696e6720525450227d|504
video|stream_504_missing_sps_pps|474554202f766964656f2f31313131313131312d323232322d343333332d383434342d3535353535353535353535352f73747265616d2e666c7620485454502f312e310d0a486f73743a20676f6c64656e0d0a0d0a|485454502f312e312035303420476174657761792054696d656f75740d0a436f6e6e656374696f6e3a20636c6f73650d0a436f6e74656e742d4c656e6774683a2035330d0a436f6e74656e742d547970653a206170706c69636174696f6e2f6a736f6e0d0a0d0a7b226572726f72223a22766964656f3a2073747265616d206e6f7420726561647920286d697373696e67205350532f50505329227d|504
video|stream_503_session_closed|474554202f766964656f2f31313131313131312d323232322d343333332d383434342d3535353535353535353535352f73747265616d2e666c7620485454502f312e310d0a486f73743a20676f6c64656e0d0a0d0a|485454502f312e3120353033205365727669636520556e617661696c61626c650d0a436f6e6e656374696f6e3a20636c6f73650d0a436f6e74656e742d4c656e6774683a2033330d0a436f6e74656e742d547970653a206170706c69636174696f6e2f6a736f6e0d0a0d0a7b226572726f72223a22766964656f3a2073657373696f6e20636c6f736564227d|503
video|snapshot_503_stub|474554202f766964656f2f31313131313131312d323232322d343333332d383434342d3535353535353535353535352f736e617073686f742e6a706720485454502f312e310d0a486f73743a20676f6c64656e0d0a0d0a|485454502f312e3120353033205365727669636520556e617661696c61626c650d0a436f6e6e656374696f6e3a20636c6f73650d0a436f6e74656e742d4c656e6774683a203131300d0a436f6e74656e742d547970653a206170706c69636174696f6e2f6a736f6e0d0a0d0a7b226572726f72223a22736e617073686f74207472616e73636f64696e67206e6f7420737570706f72746564206f6e20746869732068617264776172653b20484143532073686f756c642066616c6c206261636b20746f2073747265616d2d736f757263652066666d706567227d|503
